"","id","tipo","periodo","monto","mandatarios06","recibos"
"463",292,"Reg-Cov","2017",1913.32,NA,NA
"464",292,"Reg-Cov","2018",11563.22,NA,NA
"465",292,"Reg-Cov","2021",243178.1,419736.37,NA
"466",292,"Reg-Cov","2022",2761023,NA,NA
"467",292,"Reg-Cov","A Vencer",328641,NA,NA
"468",292,"Turismo","2021",76160,177100.92,NA
"469",293,"Detectar","2022",1505011.82,NA,NA
"470",293,"Detectar","A Vencer",526209,NA,NA
"471",293,"Reg-Cov","",872711.86,NA,NA
"472",293,"Reg-Cov","2018",2629,NA,NA
"473",293,"Reg-Cov","2020",9900,NA,NA
"474",293,"Reg-Cov","2021",136251,NA,NA
"475",293,"Reg-Cov","2022",5899066.05,NA,3549871.56
"476",293,"Reg-Cov","A Vencer",477552.35,NA,NA
"477",293,"Turismo","2022",1196514.82,NA,NA
"478",298,"Reg-Cov","A Vencer",13910,NA,13910
"479",299,"Detectar","2022",48190,NA,NA
"480",299,"Detectar","A Vencer",85103,NA,NA
"481",299,"Reg-Cov","A Vencer",3485,NA,NA
"482",301,"Reg-Cov","",756672,NA,NA
"483",301,"Reg-Cov","A Vencer",1173991.14,NA,NA
"484",303,"Detectar","2021",522640,NA,NA
"485",303,"Detectar","2022",667814,NA,45961
"486",303,"Detectar","A Vencer",950472,NA,NA
"487",303,"Reg-Cov","",8859443.77,NA,NA
"488",303,"Reg-Cov","2021",12560444.07,NA,NA
"489",303,"Reg-Cov","2022",15961353.45,NA,45961
"490",303,"Reg-Cov","A Vencer",2897043.47,NA,NA
"491",304,"Detectar","2022",97044,NA,NA
"492",304,"Detectar","A Vencer",183625,NA,NA
"493",304,"Reg-Cov","",194016,NA,NA
"494",304,"Reg-Cov","2022",540693.56,NA,92302.56
"495",304,"Reg-Cov","A Vencer",455302.17,NA,NA
"496",307,"Detectar","A Vencer",128940,NA,NA
"497",307,"Reg-Cov","",222587,NA,NA
"498",307,"Reg-Cov","2022",7760.96,NA,7760.96
"499",307,"Reg-Cov","A Vencer",78173,NA,NA
"500",309,"Detectar","",65050,NA,NA
"501",309,"Detectar","2022",10440,NA,10440
"502",309,"Detectar","A Vencer",52273,NA,NA
"503",309,"Reg-Cov","A Vencer",1441700.02,NA,626516.14
"504",312,"Detectar","2022",128484,NA,479893
"505",312,"Detectar","A Vencer",596798,NA,NA
"506",312,"Reg-Cov","",418356,NA,NA
"507",312,"Reg-Cov","2022",351409,NA,479893
"508",312,"Reg-Cov","A Vencer",814790.33,NA,NA
"509",313,"Detectar","",1944668,NA,NA
"510",313,"Detectar","2021",195835,NA,NA
"511",313,"Detectar","2022",3183175.74,1361871.74,NA
"512",313,"Detectar","A Vencer",659944,NA,NA
"513",313,"Reg-Cov","",2103255.56,NA,NA
"514",313,"Reg-Cov","2019",18045,18045,NA
"515",313,"Reg-Cov","2021",4307110.32,2014605.2,NA
"516",313,"Reg-Cov","2022",10186867.63,4653526.29,4000628.03
"517",313,"Reg-Cov","A Vencer",4933126.49,NA,1413996.66
"518",313,"Turismo","2021",687970,476730.66,NA
"519",313,"Turismo","2022",1130412.54,1130412.54,NA
"520",314,"Detectar","2021",186334,NA,NA
"521",314,"Detectar","2022",88870,NA,NA
"522",314,"Detectar","A Vencer",80515,NA,NA
"523",314,"Reg-Cov","",1325054.81,NA,NA
"524",314,"Reg-Cov","2021",2205,NA,NA
"525",314,"Reg-Cov","2022",12067743.04,NA,NA
"526",314,"Reg-Cov","A Vencer",3165317.35,NA,NA
"527",315,"Detectar","2022",20597,NA,NA
"528",315,"Reg-Cov","",52141,NA,NA
"529",315,"Reg-Cov","2022",51704,NA,NA
"530",316,"Detectar","2022",83025,NA,NA
"531",316,"Detectar","A Vencer",211047,NA,NA
"532",316,"Reg-Cov","",1697778.96,NA,NA
"533",316,"Reg-Cov","2022",6247400.27,NA,NA
"534",316,"Reg-Cov","A Vencer",2732996.73,NA,NA
"535",318,"Detectar","",3962498,NA,NA
"536",318,"Detectar","2021",12568515.35,8648454.35,NA
"537",318,"Detectar","2022",15140884,2852544,NA
"538",318,"Reg-Cov","",16743463.69,NA,NA
"539",318,"Reg-Cov","2020",94398,94398,NA
"540",318,"Reg-Cov","2021",106555821.9,74311715.78,NA
"541",318,"Reg-Cov","2022",137271655.55,43925338.79,NA
"542",318,"Reg-Cov","A Vencer",20607184.84,NA,NA
"543",318,"Turismo","2021",9120960.35,6326240.35,NA
"544",319,"Detectar","2022",4575,NA,4575
"545",319,"Reg-Cov","",11266,NA,NA
"546",319,"Reg-Cov","2022",15390,NA,15390
"547",319,"Reg-Cov","A Vencer",14485,NA,NA
"548",320,"Detectar","",16712,NA,NA
"549",321,"Detectar","A Vencer",204249,NA,NA
"550",321,"Reg-Cov","",23438,NA,NA
"551",321,"Reg-Cov","A Vencer",318006.35,NA,NA
"552",322,"Detectar","A Vencer",140686,NA,NA
"553",322,"Reg-Cov","",1590190.69,NA,NA
"554",322,"Reg-Cov","A Vencer",4970676.77,NA,NA
"555",324,"Detectar","",1030138,NA,NA
"556",324,"Detectar","2021",9638,NA,NA
"557",324,"Detectar","2022",32716,NA,NA
"558",324,"Reg-Cov","",473858,NA,NA
"559",324,"Reg-Cov","2022",522484.27,NA,NA
"560",324,"Reg-Cov","A Vencer",322245.58,NA,NA
"561",325,"Detectar","",41263103,NA,NA
"562",325,"Detectar","2021",8529199,NA,NA
"563",325,"Detectar","2022",132784689,NA,NA
"564",325,"Detectar","A Vencer",17067648,NA,NA
"565",325,"Reg-Cov","",10953876.06,NA,NA
"566",325,"Reg-Cov","2021",8085343,NA,NA
"567",325,"Reg-Cov","2022",84684698.68,NA,3429819.68
"568",325,"Reg-Cov","A Vencer",8056514.96,NA,NA
"569",325,"Turismo","2021",31267500,NA,NA
"570",325,"Turismo","2022",195758959,NA,NA
"571",326,"Detectar","A Vencer",466038,NA,NA
"572",326,"Reg-Cov","",569830.59,NA,NA
"573",326,"Reg-Cov","2022",1128,NA,NA
"574",326,"Reg-Cov","A Vencer",1267284.62,NA,NA
"575",327,"Detectar","",1733648,NA,NA
"576",327,"Detectar","2022",1255185,261621,NA
"577",327,"Detectar","A Vencer",167564,NA,NA
"578",327,"Reg-Cov","",1702300.28,NA,NA
"579",327,"Reg-Cov","2021",10874.4,163834.16,NA
"580",327,"Reg-Cov","2022",9469304.79,5986219.93,NA
"581",327,"Reg-Cov","A Vencer",2045708.31,NA,NA
"582",329,"Reg-Cov","2017",286,NA,NA
"583",329,"Reg-Cov","2020",2912,NA,NA
"584",330,"Detectar","A Vencer",289256,NA,837459.8
"585",330,"Reg-Cov","",264449,NA,NA
"586",330,"Reg-Cov","A Vencer",751123.9,NA,837459.8
"587",331,"Detectar","2022",40166,NA,NA
"588",331,"Detectar","A Vencer",81153,NA,NA
"589",331,"Reg-Cov","",319642.15,NA,NA
"590",331,"Reg-Cov","2022",124649.46,NA,NA
"591",331,"Reg-Cov","A Vencer",319124.45,NA,NA
"592",332,"Detectar","2022",8356,NA,NA
"593",332,"Reg-Cov","",747225.56,NA,NA
"594",333,"Detectar","2021",806551,NA,NA
"595",333,"Detectar","2022",915832,NA,NA
"596",333,"Detectar","A Vencer",277357,NA,NA
"597",333,"Reg-Cov","",709537,NA,NA
"598",333,"Reg-Cov","2020",349990.95,NA,NA
"599",333,"Reg-Cov","2021",858213,NA,NA
"600",333,"Reg-Cov","2022",205732,NA,NA
"601",333,"Reg-Cov","A Vencer",181449,NA,164738
"602",333,"Turismo","2021",15163446,NA,NA
"603",335,"Detectar","2022",109910,NA,NA
"604",335,"Reg-Cov","2017",276,NA,NA
"605",337,"Detectar","2022",148614,NA,NA
"606",337,"Detectar","A Vencer",280865,NA,NA
"607",337,"Reg-Cov","",277282.35,NA,NA
"608",337,"Reg-Cov","2022",3382334.74,NA,2693668.05
"609",337,"Reg-Cov","A Vencer",2165425.72,NA,NA
"610",340,"Reg-Cov","",74273,NA,NA
"611",340,"Reg-Cov","A Vencer",511796.85,NA,197753.86
"612",342,"Reg-Cov","2017",137.65,NA,NA
"613",342,"Reg-Cov","2018",21.2,NA,NA
"614",342,"Reg-Cov","2019",300.18,NA,NA
"615",342,"Reg-Cov","2020",22.24,NA,NA
"616",342,"Turismo","2021",116400,NA,NA
"617",345,"Detectar","",2374768,NA,NA
"618",345,"Detectar","2022",6326715,NA,NA
"619",345,"Detectar","A Vencer",329247,NA,NA
"620",345,"Reg-Cov","2022",2858517,NA,NA
"621",345,"Reg-Cov","A Vencer",408652,NA,338557
"622",346,"Detectar","",5859171,NA,NA
"623",346,"Detectar","2021",195426.98,195426.98,NA
"624",346,"Detectar","2022",16895665,NA,NA
"625",346,"Detectar","A Vencer",1275447,NA,NA
"626",346,"Reg-Cov","",47337852.3,NA,NA
"627",346,"Reg-Cov","2020",13002026.4,13002026.4,NA
"628",346,"Reg-Cov","2021",152766198.73,152766198.73,NA
"629",346,"Reg-Cov","2022",278149801.84,2306337.53,NA
"630",346,"Reg-Cov","A Vencer",57952962.8,NA,NA
"631",346,"Turismo","2021",5085960,5085960,NA
"632",347,"Detectar","2022",4178,NA,NA
"633",347,"Reg-Cov","",5789,NA,NA
"634",347,"Reg-Cov","2022",51578,NA,NA
"635",347,"Reg-Cov","A Vencer",12282,NA,NA
"636",348,"Detectar","",317394,NA,NA
"637",348,"Detectar","2021",310412,NA,NA
"638",348,"Detectar","2022",30326,30326,NA
"639",348,"Reg-Cov","",237740,NA,NA
"640",348,"Reg-Cov","2021",974695.6,NA,NA
"641",348,"Reg-Cov","2022",812173.11,217558,NA
"642",348,"Reg-Cov","A Vencer",1763565.72,NA,NA
"643",348,"Turismo","2021",1907000,NA,NA
"644",349,"Detectar","",1242914,NA,NA
"645",349,"Detectar","A Vencer",528970,NA,448517
"646",349,"Reg-Cov","",2568005.77,NA,NA
"647",349,"Reg-Cov","2018",3110,NA,NA
"648",349,"Reg-Cov","2019",9988,NA,NA
"649",349,"Reg-Cov","2020",406455.78,NA,NA
"650",349,"Reg-Cov","2021",229827,NA,NA
"651",349,"Reg-Cov","2022",2041156.75,NA,132214
"652",349,"Reg-Cov","A Vencer",2903384.54,NA,767565.53
"653",351,"Reg-Cov","2022",8514,NA,NA
"654",352,"Detectar","A Vencer",335727,NA,NA
"655",354,"Detectar","2022",366028,NA,NA
"656",354,"Detectar","A Vencer",615157,NA,NA
"657",354,"Reg-Cov","",728888.56,NA,NA
"658",354,"Reg-Cov","2022",670200,NA,NA
"659",354,"Reg-Cov","A Vencer",339311.29,NA,NA
"660",356,"Detectar","",40470,NA,NA
"661",356,"Reg-Cov","",174276.76,NA,NA
"662",356,"Reg-Cov","2021",120632,NA,NA
"663",356,"Reg-Cov","2022",310773.46,NA,NA
"664",356,"Reg-Cov","A Vencer",49024,NA,NA
"665",357,"Detectar","A Vencer",257545,NA,257545
"666",357,"Reg-Cov","2022",30395,NA,NA
"667",357,"Reg-Cov","A Vencer",143795,NA,143795
"668",359,"Detectar","2022",72497,NA,NA
"669",359,"Reg-Cov","",1110829.5,NA,NA
"670",359,"Reg-Cov","2021",54578,NA,NA
"671",359,"Reg-Cov","2022",1392817.46,NA,NA
"672",359,"Reg-Cov","A Vencer",132198,NA,NA
"673",361,"Reg-Cov","2022",30586,NA,NA
"674",362,"Reg-Cov","A Vencer",331556,NA,NA
"675",363,"Detectar","2021",16712,NA,NA
"676",363,"Detectar","A Vencer",67712,NA,NA
"677",363,"Reg-Cov","2021",45056,NA,NA
"678",363,"Reg-Cov","2022",10469,NA,NA
"679",363,"Reg-Cov","A Vencer",69170,NA,135489
"680",365,"Reg-Cov","",5854426,NA,NA
"681",365,"Reg-Cov","2022",258883,NA,NA
"682",365,"Reg-Cov","A Vencer",18558,NA,NA
"683",366,"Detectar","2022",9579,NA,NA
"684",366,"Reg-Cov","",38403,NA,NA
"685",366,"Reg-Cov","2022",13626,NA,NA
"686",367,"Detectar","2022",47221,NA,NA
"687",367,"Detectar","A Vencer",133731,NA,NA
"688",367,"Reg-Cov","",588566.31,NA,NA
"689",367,"Reg-Cov","2019",8932,NA,NA
"690",367,"Reg-Cov","2022",103169,NA,NA
"691",367,"Reg-Cov","A Vencer",274976,NA,NA
"692",368,"Detectar","2022",368969,NA,NA
"693",368,"Detectar","A Vencer",657607,NA,NA
"694",368,"Reg-Cov","",2790665.96,NA,NA
"695",368,"Reg-Cov","2022",4533180.69,NA,NA
"696",368,"Reg-Cov","A Vencer",2663018.61,NA,NA
"697",369,"Detectar","2021",225212,225212,NA
"698",369,"Detectar","2022",291741,NA,NA
"699",369,"Detectar","A Vencer",932239,NA,NA
"700",369,"Reg-Cov","",1850339.67,NA,NA
"701",369,"Reg-Cov","2021",6669976.3,5747341.41,NA
"702",369,"Reg-Cov","2022",13675270.16,NA,NA
"703",369,"Reg-Cov","A Vencer",2616702.69,NA,NA
"704",369,"Turismo","2021",56680,2780,NA
"705",370,"Reg-Cov","A Vencer",8335,NA,NA
"706",372,"Detectar","2022",86276,NA,NA
"707",372,"Detectar","A Vencer",113209,NA,NA
"708",372,"Reg-Cov","",110512.73,NA,NA
"709",372,"Reg-Cov","2022",173244,NA,NA
"710",372,"Reg-Cov","A Vencer",1171083.55,NA,NA
"711",375,"Detectar","",10603308,NA,NA
"712",375,"Detectar","2021",402464,NA,NA
"713",375,"Detectar","2022",51325500,NA,NA
"714",375,"Detectar","A Vencer",3342093,NA,NA
"715",375,"Reg-Cov","",1697369.45,NA,NA
"716",375,"Reg-Cov","2021",2502871.75,NA,NA
"717",375,"Reg-Cov","2022",23925383.57,NA,NA
"718",375,"Reg-Cov","A Vencer",2512310.25,NA,NA
"719",375,"Turismo","2021",21974742,NA,NA
"720",375,"Turismo","2022",12844900,NA,NA
"721",376,"Reg-Cov","2022",893107.1,NA,NA
"722",377,"Reg-Cov","2020",1161,NA,NA
"723",378,"Detectar","2021",250279,NA,NA
"724",378,"Detectar","2022",134066,NA,582428
"725",378,"Detectar","A Vencer",812571,NA,NA
"726",378,"Reg-Cov","",455989.34,NA,NA
"727",378,"Reg-Cov","2021",777371.6,NA,13048
"728",378,"Reg-Cov","2022",3326911.9,NA,1071102.56
"729",378,"Reg-Cov","A Vencer",744995.83,NA,76498
"730",378,"Turismo","2021",17780,NA,NA
"731",379,"Detectar","",391486,NA,NA
"732",379,"Detectar","2022",84838,NA,NA
"733",379,"Reg-Cov","",114975.03,NA,NA
"734",379,"Reg-Cov","2022",4851665.31,NA,NA
"735",379,"Reg-Cov","A Vencer",307149,NA,NA
"736",379,"Turismo","2021",330100,NA,NA
"737",380,"Detectar","",4513114,NA,NA
"738",380,"Detectar","2021",8871297,NA,NA
"739",380,"Detectar","2022",5395522,NA,NA
"740",380,"Detectar","A Vencer",1309801,NA,NA
"741",380,"Reg-Cov","",15976818.75,NA,NA
"742",380,"Reg-Cov","2020",874098,874098,NA
"743",380,"Reg-Cov","2021",86703209.97,6569191.17,NA
"744",380,"Reg-Cov","2022",115536337.78,NA,NA
"745",380,"Reg-Cov","A Vencer",30436020.95,NA,NA
"746",380,"Turismo","2021",1859977.18,1302597.18,NA
"747",381,"Reg-Cov","2022",4682,NA,NA
"748",381,"Reg-Cov","A Vencer",599489,NA,NA
"749",382,"Detectar","2022",69202,NA,NA
"750",382,"Detectar","A Vencer",383740,NA,NA
"751",382,"Reg-Cov","",609641.05,NA,NA
"752",382,"Reg-Cov","2022",1950668.93,NA,NA
"753",382,"Reg-Cov","A Vencer",1780829.81,NA,NA
"754",383,"Detectar","2022",99702,NA,976596.59
"755",383,"Detectar","A Vencer",285162,NA,NA
"756",383,"Reg-Cov","",311468,NA,NA
"757",383,"Reg-Cov","2022",1526699.71,NA,1230165.71
"758",383,"Reg-Cov","A Vencer",354903.6,NA,NA
"759",384,"Detectar","",20890,NA,NA
"760",384,"Reg-Cov","",389786.48,NA,NA
"761",384,"Reg-Cov","2021",386465,NA,NA
"762",384,"Reg-Cov","2022",2130210.12,NA,NA
"763",384,"Reg-Cov","A Vencer",234195,NA,NA
"764",385,"Detectar","2021",614107,NA,NA
"765",385,"Detectar","2022",244101,NA,NA
"766",385,"Detectar","A Vencer",304878,NA,NA
"767",385,"Reg-Cov","",51242,NA,NA
"768",385,"Reg-Cov","2021",53886.32,NA,NA
"769",385,"Reg-Cov","2022",120525.18,NA,NA
"770",385,"Reg-Cov","A Vencer",99347.19,NA,NA
"771",385,"Turismo","2021",63080,NA,NA
"772",386,"Detectar","A Vencer",251550,NA,NA
"773",386,"Reg-Cov","",322099.27,NA,NA
"774",386,"Reg-Cov","A Vencer",2423444.45,NA,1415335.2
"775",389,"Detectar","",6257881,NA,NA
"776",389,"Detectar","2021",1760337,NA,NA
"777",389,"Detectar","2022",14782934,NA,NA
"778",389,"Detectar","A Vencer",857316,NA,NA
"779",389,"Reg-Cov","",1207882,NA,NA
"780",389,"Reg-Cov","2021",1920995.28,NA,NA
"781",389,"Reg-Cov","2022",10783464.09,NA,NA
"782",389,"Reg-Cov","A Vencer",9216384.24,NA,NA
"783",391,"Detectar","2021",30482,NA,NA
"784",391,"Detectar","2022",623763,NA,235157.33
"785",391,"Detectar","A Vencer",395052,NA,NA
"786",391,"Reg-Cov","",8465611.36,NA,122355.04
"787",391,"Reg-Cov","2020",170598.49,NA,NA
"788",391,"Reg-Cov","2021",1757763.91,NA,NA
"789",391,"Reg-Cov","2022",18141781.96,NA,16586573.19
"790",391,"Reg-Cov","A Vencer",4864374.81,NA,NA
"791",391,"Turismo","2021",10280,NA,NA
"792",391,"Turismo","2022",540719,NA,NA
"793",394,"Reg-Cov","2022",9154,NA,NA
"794",395,"Detectar","",30529553,NA,NA
"795",395,"Detectar","2021",397890.9,NA,NA
"796",395,"Detectar","2022",80772693,NA,NA
"797",395,"Detectar","A Vencer",7464059,NA,NA
"798",395,"Reg-Cov","",48825971.77,NA,NA
"799",395,"Reg-Cov","2017",4684796.51,NA,NA
"800",395,"Reg-Cov","2020",67817900.58,NA,NA
"801",395,"Reg-Cov","2021",171528578.69,NA,NA
"802",395,"Reg-Cov","2022",224296789.51,NA,NA
"803",395,"Reg-Cov","A Vencer",39969541.81,NA,NA
"804",395,"Turismo","2021",16377610,NA,NA
"805",395,"Turismo","2022",3726794,NA,NA
"806",396,"Detectar","2022",8356,NA,NA
"807",396,"Reg-Cov","2018",345,NA,NA
"808",396,"Reg-Cov","2019",9594,NA,NA
"809",396,"Reg-Cov","2021",5652,NA,NA
"810",396,"Reg-Cov","2022",29497.02,NA,NA
"811",397,"Detectar","2022",38099,38099,NA
"812",397,"Reg-Cov","",962465.61,NA,NA
"813",397,"Reg-Cov","2022",1527565.94,1481020.94,NA
"814",397,"Reg-Cov","A Vencer",1119654.97,NA,NA
"815",398,"Detectar","2022",8356,NA,NA
"816",398,"Detectar","A Vencer",159713,NA,NA
"817",398,"Reg-Cov","",510987.11,NA,NA
"818",398,"Reg-Cov","2022",6250878.85,NA,NA
"819",398,"Reg-Cov","A Vencer",421260,NA,NA
"820",399,"Reg-Cov","",216428.22,NA,NA
"821",399,"Reg-Cov","A Vencer",8715,NA,NA
"822",400,"Detectar","2022",3764,NA,41544
"823",400,"Turismo","2022",37780,NA,41544
"824",404,"Detectar","2021",12676585,NA,NA
"825",404,"Detectar","2022",9617048,NA,NA
"826",404,"Detectar","A Vencer",1302364,NA,NA
"827",404,"Reg-Cov","",18665446.61,NA,NA
"828",404,"Reg-Cov","2020",70,NA,NA
"829",404,"Reg-Cov","2021",33312968.94,NA,1593030.68
"830",404,"Reg-Cov","2022",48775871.26,NA,7310800.66
"831",404,"Reg-Cov","A Vencer",9349838.53,NA,NA
"832",404,"Turismo","2021",12503010,NA,NA
"833",405,"Reg-Cov","A Vencer",17924,NA,NA
"834",410,"Detectar","",38786,NA,NA
"835",410,"Detectar","2022",249737,NA,NA
"836",410,"Reg-Cov","2022",67694,NA,NA
"837",410,"Reg-Cov","A Vencer",117124,NA,NA
"838",411,"Detectar","2021",66164,66164,NA
"839",411,"Detectar","2022",79031,NA,NA
"840",411,"Reg-Cov","",1033755.92,NA,NA
"841",411,"Reg-Cov","2019",36276,NA,NA
"842",411,"Reg-Cov","2021",1413560.94,1351188.94,NA
"843",411,"Reg-Cov","2022",15887604.84,11157689.16,NA
"844",411,"Reg-Cov","A Vencer",444735,NA,NA
"845",411,"Turismo","2021",65840,NA,NA
"846",412,"Reg-Cov","A Vencer",519,NA,NA
"847",413,"Detectar","",3633634,NA,NA
"848",413,"Detectar","2021",357980,NA,NA
"849",413,"Detectar","2022",17264,NA,1487
"850",413,"Detectar","A Vencer",676368,NA,NA
"851",413,"Reg-Cov","",10140437.67,NA,NA
"852",413,"Reg-Cov","2021",528297,NA,NA
"853",413,"Reg-Cov","2022",1988117.75,NA,70939
"854",413,"Reg-Cov","A Vencer",11425976.69,NA,NA
"855",413,"Turismo","2021",7648,NA,NA
"856",413,"Turismo","2022",2500,NA,NA
"857",414,"Detectar","A Vencer",497159,NA,497159
"858",414,"Reg-Cov","",79791,NA,NA
"859",414,"Reg-Cov","A Vencer",178764,NA,276368
"860",417,"Reg-Cov","",358098.52,NA,11873.24
"861",417,"Reg-Cov","2022",353740,NA,168200
"862",417,"Reg-Cov","A Vencer",294811.92,NA,NA
"863",418,"Detectar","A Vencer",64529,NA,NA
"864",418,"Reg-Cov","",1897961.38,NA,NA
"865",418,"Reg-Cov","2022",0.22,NA,NA
"866",418,"Reg-Cov","A Vencer",2833515.77,NA,NA
"867",419,"Reg-Cov","2021",8197.15,15069.27,NA
"868",419,"Reg-Cov","2022",3552,3552,NA
"869",419,"Turismo","2021",15280,22152.12,NA
"870",420,"Reg-Cov","2017",665,NA,NA
"871",422,"Detectar","A Vencer",72982,NA,442741
"872",422,"Reg-Cov","",430901.57,NA,NA
"873",422,"Reg-Cov","A Vencer",1086304.11,NA,672104.75
"874",423,"Reg-Cov","A Vencer",40029,NA,29572
"875",427,"Detectar","2022",1223,1223,NA
"876",427,"Reg-Cov","",26702,NA,NA
"877",427,"Reg-Cov","2021",25829,7400,NA
"878",427,"Reg-Cov","2022",122513.44,122513.44,NA
"879",427,"Turismo","2021",5280,NA,NA
"880",428,"Detectar","",1275093,NA,NA
"881",428,"Detectar","2022",736942,NA,NA
"882",428,"Detectar","A Vencer",565769,NA,NA
"883",428,"Reg-Cov","",4268774.23,NA,NA
"884",428,"Reg-Cov","2021",263590.85,140587,NA
"885",428,"Reg-Cov","2022",5911196.49,NA,NA
"886",428,"Reg-Cov","A Vencer",4177341.94,NA,NA
"887",428,"Turismo","2021",2500,NA,NA
"888",430,"Detectar","2022",4178,NA,NA
"889",430,"Detectar","A Vencer",441031,NA,NA
"890",430,"Reg-Cov","",2507895.33,NA,NA
"891",430,"Reg-Cov","2019",9439,NA,NA
"892",430,"Reg-Cov","2020",329626.4,NA,NA
"893",430,"Reg-Cov","2021",10258795.14,NA,NA
"894",430,"Reg-Cov","2022",5778728.5,NA,425372.07
"895",430,"Reg-Cov","A Vencer",1546216.54,NA,NA
"896",430,"Turismo","2022",2780,NA,NA
"897",431,"Detectar","A Vencer",637288,NA,994826
"898",431,"Reg-Cov","",882356.25,NA,NA
"899",431,"Reg-Cov","2022",1355652.84,NA,1355652.84
"900",431,"Reg-Cov","A Vencer",1334723.96,NA,1125429
"901",432,"Detectar","A Vencer",488388,NA,NA
"902",432,"Reg-Cov","2022",1115572.87,NA,NA
"903",432,"Reg-Cov","A Vencer",2130179.66,NA,1745836.86
"904",433,"Reg-Cov","",4381,NA,NA
"905",433,"Reg-Cov","2022",262401,NA,NA
"906",434,"Reg-Cov","2019",9012,NA,NA
"907",434,"Reg-Cov","2020",7280,NA,NA
"908",434,"Reg-Cov","2022",837,NA,NA
"909",434,"Reg-Cov","A Vencer",14909,NA,NA
"910",436,"Detectar","A Vencer",337066,NA,NA
"911",436,"Reg-Cov","",21449253.62,NA,NA
"912",436,"Reg-Cov","A Vencer",4360239.1,NA,3996097.72
"913",437,"Detectar","A Vencer",34688,NA,21191
"914",437,"Reg-Cov","",27216,NA,NA
"915",437,"Reg-Cov","2022",1116676.83,NA,NA
"916",437,"Reg-Cov","A Vencer",1613247.87,NA,1471204.87
"917",440,"Detectar","2022",24796,NA,285225.04
"918",440,"Detectar","A Vencer",352416,NA,1623796.52
"919",440,"Reg-Cov","",240312,NA,0.32
"920",440,"Reg-Cov","2022",1196975.89,NA,285225.04
"921",440,"Reg-Cov","A Vencer",6833441.67,NA,1927017.52
"922",440,"Turismo","2022",24796,NA,NA
"923",441,"Detectar","2022",5690,NA,NA
"924",441,"Reg-Cov","",2608619.78,NA,NA
"925",441,"Reg-Cov","2022",3297444.74,NA,NA
