"","id","tipo","periodo","monto","mandatarios06","recibos"
"1383",597,"Detectar","2021",37547,NA,NA
"1384",597,"Detectar","2022",4178,NA,NA
"1385",597,"Reg-Cov","",18045,NA,NA
"1386",597,"Reg-Cov","A Vencer",26185,NA,NA
"1387",597,"Turismo","2021",75683,NA,NA
"1388",600,"Detectar","2022",9579,NA,46205
"1389",600,"Reg-Cov","2022",36626,NA,46205
"1390",600,"Reg-Cov","A Vencer",41888,NA,NA
"1391",601,"Reg-Cov","",7891,NA,1034.82
"1392",601,"Reg-Cov","2017",537,NA,NA
"1393",601,"Reg-Cov","2021",3342,NA,3342
"1394",607,"Detectar","",1113513,NA,NA
"1395",607,"Detectar","2022",259458,NA,NA
"1396",607,"Reg-Cov","",15767,NA,NA
"1397",607,"Reg-Cov","2022",639168,NA,NA
"1398",607,"Reg-Cov","A Vencer",403216,NA,NA
"1399",608,"Detectar","A Vencer",661549,NA,NA
"1400",608,"Reg-Cov","",68161,NA,12331.29
"1401",608,"Reg-Cov","2020",25580,NA,NA
"1402",608,"Reg-Cov","2022",113506,NA,113506
"1403",608,"Reg-Cov","A Vencer",120875,NA,NA
"1404",609,"Reg-Cov","2022",27307,NA,NA
"1405",609,"Turismo","2021",2500,NA,NA
"1406",610,"Reg-Cov","2022",1008790.32,NA,NA
"1407",611,"Detectar","",2856735,NA,NA
"1408",611,"Detectar","A Vencer",3067206,NA,229274
"1409",611,"Reg-Cov","",947349.09,NA,NA
"1410",611,"Reg-Cov","2022",474118,NA,NA
"1411",611,"Reg-Cov","A Vencer",1646155.84,NA,420762
"1412",616,"Reg-Cov","2022",1067131,NA,533565.5
"1413",616,"Reg-Cov","A Vencer",76779,NA,52139
"1414",617,"Detectar","",0.1,NA,NA
"1415",617,"Detectar","2021",8056,NA,NA
"1416",617,"Detectar","2022",5524,NA,NA
"1417",617,"Detectar","A Vencer",255468,NA,NA
"1418",617,"Reg-Cov","",30526,NA,NA
"1419",617,"Reg-Cov","2017",83,NA,NA
"1420",617,"Reg-Cov","2019",230.76,NA,NA
"1421",617,"Reg-Cov","2020",500,NA,NA
"1422",617,"Reg-Cov","2022",136312,NA,7862
"1423",617,"Reg-Cov","A Vencer",155541,NA,96180
"1424",617,"Turismo","2021",7780,NA,NA
"1425",618,"Reg-Cov","2017",167879,NA,NA
"1426",618,"Reg-Cov","2021",19303,NA,NA
"1427",618,"Reg-Cov","2022",58590,NA,NA
"1428",620,"Detectar","2022",34289,NA,NA
"1429",620,"Reg-Cov","2021",65522,NA,NA
"1430",620,"Reg-Cov","2022",17993,NA,NA
"1431",620,"Turismo","2021",298543,NA,NA
"1432",622,"Detectar","",31751,NA,NA
"1433",622,"Reg-Cov","A Vencer",149433.57,NA,NA
"1434",625,"Reg-Cov","2022",419870.03,NA,NA
"1435",625,"Turismo","2021",2500,NA,NA
"1436",629,"Detectar","2022",76154,NA,NA
"1437",629,"Detectar","A Vencer",195931,NA,NA
"1438",629,"Reg-Cov","",4089844.3,NA,NA
"1439",629,"Reg-Cov","2022",3299798.79,NA,587515.58
"1440",629,"Reg-Cov","A Vencer",4248764.89,NA,NA
"1441",635,"Detectar","",137964,NA,NA
"1442",635,"Reg-Cov","A Vencer",33677,NA,NA
"1443",636,"Reg-Cov","2020",3480,NA,NA
"1444",636,"Reg-Cov","2021",158075,NA,NA
"1445",636,"Reg-Cov","2022",1217,NA,NA
"1446",636,"Turismo","2021",32240,NA,NA
"1447",645,"Detectar","2022",1223,NA,NA
"1448",645,"Reg-Cov","2021",10050,NA,NA
"1449",645,"Turismo","2021",5000,NA,NA
"1450",647,"Reg-Cov","2017",266,NA,NA
"1451",648,"Detectar","2022",5524,NA,NA
"1452",648,"Reg-Cov","2018",130741.81,NA,NA
"1453",648,"Reg-Cov","2020",14451,NA,NA
"1454",648,"Reg-Cov","2021",759466.9,NA,NA
"1455",648,"Reg-Cov","2022",1627787.53,NA,NA
"1456",660,"Reg-Cov","2021",24023,NA,NA
"1457",662,"Reg-Cov","2018",57742.39,NA,NA
"1458",662,"Reg-Cov","2020",830982,NA,NA
"1459",662,"Reg-Cov","2022",41891,NA,NA
"1460",662,"Turismo","2021",7500,NA,NA
"1461",664,"Reg-Cov","2021",146080,NA,NA
"1462",664,"Reg-Cov","2022",1332575.26,NA,NA
"1463",667,"Detectar","2022",41895,NA,NA
"1464",667,"Detectar","A Vencer",551329,NA,NA
"1465",667,"Reg-Cov","",430530,NA,NA
"1466",667,"Reg-Cov","2022",102463,NA,67760
"1467",667,"Reg-Cov","A Vencer",394723,NA,NA
"1468",672,"Reg-Cov","2022",28511.24,NA,NA
"1469",673,"Reg-Cov","2021",11225,NA,NA
"1470",673,"Reg-Cov","2022",23927,NA,NA
"1471",674,"Reg-Cov","2021",24038,NA,NA
"1472",675,"Reg-Cov","2022",7477221.39,NA,NA
"1473",677,"Reg-Cov","2021",2115624.72,NA,NA
"1474",677,"Reg-Cov","2022",4428,NA,NA
"1475",688,"Detectar","",6027494,NA,NA
"1476",688,"Detectar","2021",12738134,NA,NA
"1477",688,"Detectar","2022",11566765.74,NA,NA
"1478",688,"Detectar","A Vencer",6503902,NA,NA
"1479",688,"Reg-Cov","",25357612.48,NA,NA
"1480",688,"Reg-Cov","2019",3273861.55,NA,NA
"1481",688,"Reg-Cov","2020",35299215.75,NA,NA
"1482",688,"Reg-Cov","2021",131915959.91,NA,NA
"1483",688,"Reg-Cov","2022",123797031.4,NA,NA
"1484",688,"Reg-Cov","A Vencer",19843394.42,NA,NA
"1485",688,"Turismo","2021",10231934.96,NA,NA
"1486",688,"Turismo","2022",4042400.74,NA,NA
"1487",690,"Detectar","2022",2974,NA,2974
"1488",693,"Detectar","",4575,NA,NA
"1489",693,"Reg-Cov","2017",272,NA,NA
"1490",693,"Reg-Cov","2019",4072,NA,NA
"1491",693,"Reg-Cov","2020",6424,NA,NA
"1492",693,"Reg-Cov","2021",6515,NA,NA
"1493",693,"Reg-Cov","2022",314971.2,NA,NA
"1494",695,"Reg-Cov","2018",2347,NA,NA
"1495",695,"Reg-Cov","2020",2033,NA,NA
"1496",696,"Detectar","",4178,NA,NA
"1497",698,"Reg-Cov","",1174827.02,NA,NA
"1498",698,"Reg-Cov","2022",502288.55,NA,NA
"1499",698,"Reg-Cov","A Vencer",7396812.16,NA,NA
"1500",700,"Detectar","2022",8953,NA,NA
"1501",700,"Reg-Cov","2022",16483,NA,NA
"1502",700,"Turismo","2022",16400,NA,NA
"1503",701,"Detectar","2021",8589,NA,NA
"1504",701,"Detectar","2022",6143,NA,NA
"1505",701,"Detectar","A Vencer",737670,NA,NA
"1506",701,"Reg-Cov","",2082655.62,NA,NA
"1507",701,"Reg-Cov","2018",34421.08,NA,NA
"1508",701,"Reg-Cov","2021",381321,NA,NA
"1509",701,"Reg-Cov","2022",643712.38,NA,46284
"1510",701,"Reg-Cov","A Vencer",6942681.84,NA,258488.08
"1511",704,"Detectar","2022",1487,NA,NA
"1512",704,"Reg-Cov","2022",30257,NA,29951
"1513",706,"Detectar","2022",7528,NA,NA
"1514",706,"Reg-Cov","2021",12136,NA,NA
"1515",707,"Reg-Cov","A Vencer",33108,NA,NA
"1516",708,"Detectar","2022",8356,NA,NA
"1517",708,"Reg-Cov","2022",16850,NA,NA
"1518",709,"Detectar","2021",35515,NA,NA
"1519",709,"Reg-Cov","2021",696878.08,NA,NA
"1520",709,"Reg-Cov","2022",34426,NA,NA
"1521",709,"Turismo","2021",273.4,NA,NA
"1522",715,"Reg-Cov","",174958,NA,NA
"1523",715,"Reg-Cov","2021",12000,NA,6400.01
"1524",715,"Reg-Cov","2022",3252.65,NA,3252.65
"1525",724,"Reg-Cov","2021",18680.37,NA,NA
"1526",726,"Reg-Cov","2021",29744,NA,NA
"1527",731,"Reg-Cov","",150631,NA,NA
"1528",732,"Reg-Cov","",119646.92,NA,NA
"1529",732,"Reg-Cov","2021",1063106.34,NA,NA
"1530",732,"Reg-Cov","2022",406495.88,NA,NA
"1531",732,"Reg-Cov","A Vencer",78874,NA,NA
"1532",776,"Reg-Cov","2019",7276.42,NA,NA
"1533",788,"Turismo","2021",2500,NA,NA
"1534",792,"Reg-Cov","2022",738910.81,NA,NA
"1535",792,"Reg-Cov","A Vencer",274401,NA,NA
"1536",830,"Reg-Cov","2021",232617.52,NA,NA
"1537",830,"Reg-Cov","2022",4642,NA,NA
"1538",834,"Reg-Cov","2022",82020,NA,80000
"1539",846,"Reg-Cov","",3935645.41,NA,NA
"1540",852,"Reg-Cov","",572196.86,NA,NA
"1541",853,"Detectar","2022",134847,NA,NA
"1542",853,"Reg-Cov","2021",22531,NA,NA
"1543",853,"Turismo","2021",275060,NA,NA
"1544",871,"Reg-Cov","2018",8025.55,NA,NA
"1545",874,"Detectar","2021",25360,NA,NA
"1546",876,"Reg-Cov","2021",10310,NA,NA
"1547",876,"Reg-Cov","2022",900,NA,NA
"1548",894,"Detectar","",12124,NA,NA
"1549",894,"Detectar","2021",8356,8356,NA
"1550",894,"Detectar","2022",7466,NA,NA
"1551",894,"Turismo","2021",241440,241440,NA
"1552",898,"Reg-Cov","2022",193838.97,NA,NA
"1553",900,"Reg-Cov","",310709.9,NA,NA
"1554",900,"Reg-Cov","A Vencer",349726,NA,346962
"1555",902,"Reg-Cov","2022",556616.59,NA,NA
"1556",903,"Turismo","2021",5000,NA,NA
"1557",912,"Detectar","",1061527,NA,NA
"1558",912,"Detectar","A Vencer",773568,NA,267931.75
"1559",912,"Reg-Cov","",1689156.56,NA,NA
"1560",912,"Reg-Cov","A Vencer",1334658.93,NA,267931.75
"1561",919,"Reg-Cov","2021",6068,NA,NA
"1562",919,"Turismo","2021",18060,NA,NA
"1563",922,"Reg-Cov","2021",70636,NA,NA
"1564",922,"Turismo","2021",150600,NA,NA
"1565",923,"Detectar","",751945,NA,NA
"1566",923,"Reg-Cov","",873682.04,NA,NA
"1567",923,"Reg-Cov","2018",12140,NA,NA
"1568",923,"Reg-Cov","2020",1196,NA,NA
"1569",923,"Reg-Cov","2021",6500,NA,NA
"1570",923,"Reg-Cov","2022",681200.34,NA,385376.34
"1571",923,"Reg-Cov","A Vencer",54661,NA,NA
"1572",924,"Detectar","A Vencer",70013,NA,NA
"1573",924,"Reg-Cov","",30698,NA,NA
"1574",924,"Reg-Cov","2022",2308,NA,NA
"1575",924,"Reg-Cov","A Vencer",11911,NA,NA
"1576",943,"Turismo","2021",2500,NA,NA
"1577",946,"Reg-Cov","2018",84907,NA,NA
"1578",946,"Reg-Cov","2019",551251.46,NA,NA
"1579",951,"Detectar","2022",19079,NA,NA
"1580",951,"Reg-Cov","",7240793,NA,NA
"1581",951,"Reg-Cov","2022",713539.59,NA,NA
"1582",951,"Reg-Cov","A Vencer",2096359.94,NA,NA
"1583",955,"Reg-Cov","2022",918039,NA,NA
"1584",968,"Detectar","2022",14901,NA,NA
"1585",968,"Reg-Cov","2017",94,NA,NA
"1586",968,"Reg-Cov","2022",40518,NA,NA
"1587",968,"Reg-Cov","A Vencer",61593,NA,NA
"1588",974,"Detectar","",3646463,NA,NA
"1589",974,"Detectar","A Vencer",818338,NA,NA
"1590",974,"Reg-Cov","",1342183,NA,NA
"1591",974,"Reg-Cov","2022",862960,NA,NA
"1592",974,"Reg-Cov","A Vencer",1671916.34,NA,NA
"1593",975,"Detectar","2022",10318,NA,5156
"1594",975,"Reg-Cov","",83010,NA,NA
"1595",975,"Reg-Cov","2022",2440138.88,NA,2319120.55
"1596",975,"Reg-Cov","A Vencer",39764,NA,NA
"1597",1003,"Detectar","A Vencer",802360,NA,NA
"1598",1003,"Reg-Cov","",573971.27,NA,NA
"1599",1003,"Reg-Cov","2022",721342.34,NA,NA
"1600",1003,"Reg-Cov","A Vencer",561201,NA,NA
"1601",1014,"Detectar","A Vencer",262037,NA,262037
"1602",1014,"Reg-Cov","A Vencer",39561,NA,39561
"1603",1016,"Detectar","A Vencer",228910,NA,NA
"1604",1016,"Reg-Cov","",28894,NA,NA
"1605",1016,"Reg-Cov","2021",14148,NA,NA
"1606",1016,"Reg-Cov","2022",40547,NA,NA
"1607",1016,"Reg-Cov","A Vencer",102972.02,NA,NA
"1608",1018,"Detectar","2022",371936,NA,432317
"1609",1018,"Reg-Cov","2022",71429,NA,432317
"1610",1018,"Reg-Cov","A Vencer",68251,NA,70548
"1611",1019,"Detectar","2022",283209,NA,2788755.37
"1612",1019,"Detectar","A Vencer",4215426,NA,NA
"1613",1019,"Reg-Cov","",6390228.5,NA,6890.59
"1614",1019,"Reg-Cov","2022",5257580.34,NA,3172980.25
"1615",1019,"Reg-Cov","A Vencer",7452206.46,NA,NA
"1616",1019,"Turismo","2022",28347,NA,28347
"1617",1022,"Detectar","",547604,NA,NA
"1618",1022,"Detectar","2021",4575,4575,NA
"1619",1022,"Detectar","2022",173907,173907,NA
"1620",1022,"Detectar","A Vencer",61324,NA,NA
"1621",1022,"Reg-Cov","",100565,NA,NA
"1622",1022,"Reg-Cov","2021",241936.58,241936.58,NA
"1623",1022,"Reg-Cov","2022",554990.04,357750.69,NA
"1624",1022,"Reg-Cov","A Vencer",173054,NA,NA
"1625",1022,"Turismo","2021",5000,5000,NA
"1626",1024,"Reg-Cov","2022",20847,NA,NA
"1627",1025,"Turismo","2021",2500,NA,NA
"1628",1031,"Turismo","2021",201440,NA,NA
"1629",1034,"Reg-Cov","2020",15458,NA,NA
"1630",1035,"Detectar","2021",24240,NA,NA
"1631",1035,"Detectar","A Vencer",64552,NA,NA
"1632",1035,"Reg-Cov","2019",1249.21,NA,NA
"1633",1035,"Reg-Cov","2021",12479,NA,NA
"1634",1035,"Reg-Cov","2022",167702.58,NA,NA
"1635",1035,"Reg-Cov","A Vencer",255013,NA,NA
"1636",1035,"Turismo","2021",25280,NA,NA
"1637",1043,"Reg-Cov","",26089,NA,NA
"1638",1043,"Reg-Cov","2019",379,NA,NA
"1639",1043,"Reg-Cov","2021",20946,NA,NA
"1640",1043,"Turismo","2021",86140,NA,NA
"1641",1044,"Reg-Cov","2021",530,NA,NA
"1642",1061,"Reg-Cov","2020",15997,NA,NA
"1643",1063,"Reg-Cov","A Vencer",13147,NA,NA
"1644",1065,"Turismo","2021",5000,NA,NA
"1645",1069,"Reg-Cov","2022",146722679.22,NA,NA
"1646",1072,"Detectar","",1487,NA,NA
"1647",1072,"Reg-Cov","",5258,NA,NA
"1648",1081,"Reg-Cov","A Vencer",70480.52,NA,NA
"1649",1083,"Detectar","2021",37074,37074,NA
"1650",1083,"Detectar","2022",26742,NA,NA
"1651",1083,"Detectar","A Vencer",128688,NA,NA
"1652",1083,"Reg-Cov","",458104.53,NA,NA
"1653",1083,"Reg-Cov","2021",1208158.97,1208158.97,NA
"1654",1083,"Reg-Cov","2022",6638801.85,173566,NA
"1655",1083,"Reg-Cov","A Vencer",459099.22,NA,NA
"1656",1083,"Turismo","2021",8060,8060,NA
"1657",1086,"Turismo","2021",18060,NA,NA
"1658",1089,"Reg-Cov","2017",1841,NA,NA
"1659",1091,"Detectar","2022",20062,NA,NA
"1660",1091,"Reg-Cov","",21395,NA,NA
"1661",1091,"Reg-Cov","2022",954,NA,NA
"1662",1093,"Reg-Cov","2022",82734.3,NA,NA
"1663",1105,"Reg-Cov","",402869,NA,NA
"1664",1106,"Reg-Cov","2022",869488.52,NA,869488.52
"1665",1108,"Detectar","",14815,NA,NA
"1666",1110,"Reg-Cov","",120603,NA,NA
"1667",1110,"Reg-Cov","2017",346.86,NA,NA
"1668",1110,"Reg-Cov","2022",344107,NA,NA
"1669",1110,"Reg-Cov","A Vencer",181681.96,NA,NA
"1670",1110,"Turismo","2022",12780,NA,NA
"1671",1112,"Reg-Cov","2022",82520,NA,NA
"1672",1113,"Reg-Cov","2021",8567,NA,NA
"1673",1117,"Detectar","",1703763,NA,NA
"1674",1117,"Detectar","2021",13334.7,NA,NA
"1675",1117,"Detectar","2022",545358.2,NA,NA
"1676",1117,"Reg-Cov","",646840.11,NA,NA
"1677",1117,"Reg-Cov","2021",23444.7,NA,NA
"1678",1117,"Reg-Cov","2022",931010.83,NA,103627
"1679",1117,"Reg-Cov","A Vencer",412344,NA,NA
"1680",1120,"Turismo","2021",40840,40840,NA
"1681",1123,"Reg-Cov","2022",911926.45,NA,NA
"1682",1125,"Detectar","2021",1030007,NA,NA
"1683",1125,"Detectar","2022",1763818,NA,NA
"1684",1125,"Reg-Cov","2021",1508681.07,1508681.07,NA
"1685",1125,"Reg-Cov","2022",4044312.87,1316690.93,NA
"1686",1125,"Turismo","2021",1170020,NA,NA
"1687",1128,"Detectar","2021",98809,NA,NA
"1688",1128,"Detectar","2022",66878,NA,101346.09
"1689",1128,"Detectar","A Vencer",463015,NA,NA
"1690",1128,"Reg-Cov","",545724.5,NA,NA
"1691",1128,"Reg-Cov","2021",522112.27,NA,498812.27
"1692",1128,"Reg-Cov","2022",1366233.4,NA,484282.65
"1693",1128,"Reg-Cov","A Vencer",1035355.1,NA,NA
"1694",1129,"Detectar","2022",76273,NA,NA
"1695",1129,"Reg-Cov","2019",16968,NA,NA
"1696",1129,"Reg-Cov","2020",3116,NA,NA
"1697",1129,"Reg-Cov","2021",2530,NA,NA
"1698",1129,"Reg-Cov","2022",1481,NA,NA
"1699",1129,"Turismo","2021",230907.68,NA,NA
"1700",1130,"Reg-Cov","2021",909467.08,NA,NA
"1701",1131,"Turismo","2021",5000,NA,NA
"1702",1133,"Reg-Cov","2020",4912,NA,NA
"1703",1133,"Reg-Cov","2022",1078569,NA,NA
"1704",1139,"Detectar","2022",30227,NA,NA
"1705",1139,"Reg-Cov","",15734,NA,NA
"1706",1139,"Reg-Cov","2022",2887,NA,NA
"1707",1139,"Reg-Cov","A Vencer",1588456.2,NA,41889
"1708",1140,"Reg-Cov","A Vencer",5168,NA,5168
"1709",1144,"Detectar","",1523908,NA,NA
"1710",1144,"Detectar","A Vencer",245566,NA,NA
"1711",1144,"Reg-Cov","",2462260.08,NA,NA
"1712",1144,"Reg-Cov","2022",378162,NA,NA
"1713",1144,"Reg-Cov","A Vencer",1190989.37,NA,NA
"1714",1150,"Reg-Cov","2018",730.99,NA,NA
"1715",1153,"Reg-Cov","2017",3805,NA,NA
"1716",1155,"Reg-Cov","2019",15833,NA,NA
"1717",1156,"Reg-Cov","2017",4708,NA,NA
"1718",1158,"Turismo","2021",2500,NA,NA
"1719",1161,"Detectar","2021",4178,NA,NA
"1720",1161,"Reg-Cov","2021",2229614.94,NA,NA
"1721",1161,"Reg-Cov","2022",91782,NA,NA
"1722",1163,"Detectar","A Vencer",232594,NA,NA
"1723",1163,"Reg-Cov","",39923,NA,NA
"1724",1163,"Reg-Cov","A Vencer",2998370.98,NA,153822
"1725",1164,"Reg-Cov","2020",285737.62,NA,NA
"1726",1164,"Reg-Cov","2021",10310,NA,NA
"1727",1166,"Detectar","2022",60655,NA,NA
"1728",1170,"Reg-Cov","2020",32859,NA,NA
"1729",1174,"Detectar","",1446357,NA,NA
"1730",1174,"Detectar","2021",4575,NA,NA
"1731",1174,"Detectar","2022",604600,NA,NA
"1732",1174,"Detectar","A Vencer",2351296,NA,NA
"1733",1174,"Reg-Cov","",5528405.89,NA,NA
"1734",1174,"Reg-Cov","2021",4575,NA,NA
"1735",1174,"Reg-Cov","2022",1858482,NA,NA
"1736",1174,"Reg-Cov","A Vencer",8987933.64,NA,NA
"1737",1175,"Detectar","",12308,NA,NA
"1738",1177,"Turismo","2021",20280,NA,NA
"1739",1179,"Detectar","2021",108612,108612,NA
"1740",1179,"Detectar","2022",634555,634555,NA
"1741",1179,"Detectar","A Vencer",1122593,NA,1123490
"1742",1179,"Reg-Cov","",3468880.85,NA,NA
"1743",1179,"Reg-Cov","2021",1399849.74,1399849.74,NA
"1744",1179,"Reg-Cov","2022",2423929.36,2301038.36,NA
"1745",1179,"Reg-Cov","A Vencer",5378112.58,NA,1703894.11
"1746",1179,"Turismo","2021",100860,100860,NA
"1747",1179,"Turismo","2022",634555,634555,NA
"1748",1182,"Detectar","2022",128358,NA,NA
"1749",1182,"Reg-Cov","",65865,NA,NA
"1750",1182,"Reg-Cov","2022",325968.78,NA,51499.6
"1751",1182,"Reg-Cov","A Vencer",128541,NA,NA
"1752",1184,"Detectar","",9037060,NA,NA
"1753",1184,"Detectar","2021",1403048,NA,NA
"1754",1184,"Detectar","2022",314821,NA,NA
"1755",1184,"Detectar","A Vencer",1615605,NA,1615605
"1756",1184,"Reg-Cov","",1507045.07,NA,NA
"1757",1184,"Reg-Cov","2021",1872338.55,NA,NA
"1758",1184,"Reg-Cov","2022",327570,311287,NA
"1759",1184,"Reg-Cov","A Vencer",5964665.19,NA,4332145.84
"1760",1184,"Turismo","2021",1288820,NA,NA
"1761",1190,"Reg-Cov","2021",1197,NA,NA
"1762",1190,"Turismo","2021",150040,NA,NA
"1763",2007,"Reg-Cov","2019",2094.8,NA,NA
"1764",2007,"Reg-Cov","2020",24313,NA,NA
"1765",2007,"Turismo","2021",10000,NA,NA
"1766",2009,"Detectar","A Vencer",392298,NA,NA
"1767",2009,"Reg-Cov","",113410,NA,NA
"1768",2009,"Reg-Cov","2020",77275,NA,NA
"1769",2009,"Reg-Cov","2021",337175,NA,NA
"1770",2009,"Reg-Cov","2022",1112536.24,NA,NA
"1771",2009,"Reg-Cov","A Vencer",1073268.09,NA,607039.09
"1772",2010,"Reg-Cov","A Vencer",97302.28,NA,NA
"1773",2011,"Detectar","2022",11679,NA,NA
"1774",2011,"Reg-Cov","2022",7501,NA,NA
"1775",2011,"Reg-Cov","A Vencer",120326,NA,NA
"1776",2014,"Reg-Cov","2018",146611.43,NA,NA
"1777",2017,"Detectar","2021",37346,NA,48314
"1778",2017,"Detectar","2022",19183,NA,106165
"1779",2017,"Detectar","A Vencer",105881,NA,NA
"1780",2017,"Reg-Cov","",103954,NA,NA
"1781",2017,"Reg-Cov","2020",25128,NA,NA
"1782",2017,"Reg-Cov","2021",77043,NA,103475
"1783",2017,"Reg-Cov","2022",1149602.8,NA,296614
"1784",2017,"Reg-Cov","A Vencer",70611,NA,70611
"1785",2019,"Reg-Cov","2019",21970,NA,NA
"1786",2021,"Reg-Cov","2020",867,NA,NA
"1787",2021,"Reg-Cov","A Vencer",61205,NA,NA
"1788",2023,"Detectar","2022",80586,NA,NA
"1789",2023,"Detectar","A Vencer",97411,NA,NA
"1790",2023,"Reg-Cov","2022",12901,NA,NA
"1791",2023,"Turismo","2021",183380,NA,NA
"1792",2024,"Reg-Cov","A Vencer",36036,NA,NA
"1793",2027,"Reg-Cov","2019",54194,NA,NA
"1794",2029,"Reg-Cov","",113823,NA,NA
"1795",2031,"Detectar","2022",14832,NA,NA
"1796",2031,"Reg-Cov","2021",12768,NA,NA
"1797",2031,"Reg-Cov","A Vencer",7810,NA,NA
"1798",2031,"Turismo","2021",5000,NA,NA
"1799",2032,"Detectar","2022",23571,NA,NA
"1800",2032,"Reg-Cov","",71505,NA,NA
"1801",2032,"Reg-Cov","2021",14733,NA,NA
"1802",2033,"Reg-Cov","",24926965.14,NA,NA
"1803",2033,"Reg-Cov","2019",115886697.3,NA,NA
"1804",2033,"Reg-Cov","2020",377000,NA,NA
"1805",2033,"Reg-Cov","2021",97456783,NA,NA
"1806",2033,"Reg-Cov","2022",82120572.14,NA,NA
"1807",2033,"Reg-Cov","A Vencer",23980939.5,NA,NA
"1808",2034,"Detectar","2022",197787,142675,NA
"1809",2034,"Reg-Cov","2021",2177181,NA,NA
"1810",2034,"Reg-Cov","2022",542678,5524,NA
"1811",2034,"Reg-Cov","A Vencer",5245,NA,NA
"1812",2034,"Turismo","2021",98060,NA,NA
"1813",2035,"Detectar","2021",12120,12120,NA
"1814",2035,"Reg-Cov","",13503,NA,NA
"1815",2035,"Reg-Cov","2021",9419,9419,NA
"1816",2035,"Reg-Cov","2022",47593,47593,NA
"1817",2035,"Reg-Cov","A Vencer",48810,NA,NA
"1818",2035,"Turismo","2021",54740,54740,NA
"1819",2036,"Reg-Cov","2019",6573,NA,NA
"1820",2036,"Turismo","2021",2780,NA,NA
"1821",2037,"Detectar","2022",32276,NA,NA
"1822",2037,"Reg-Cov","2020",10184,NA,NA
"1823",2037,"Reg-Cov","2021",22837,NA,NA
"1824",2037,"Reg-Cov","2022",606218,NA,NA
"1825",2037,"Turismo","2021",2780,NA,NA
"1826",2040,"Detectar","",9036,NA,NA
"1827",2040,"Detectar","2021",30528,NA,NA
"1828",2040,"Detectar","2022",4178,NA,NA
"1829",2040,"Reg-Cov","2021",231099.71,NA,NA
"1830",2040,"Reg-Cov","2022",819162.5,NA,NA
"1831",2040,"Reg-Cov","A Vencer",150937.41,NA,NA
"1832",2046,"Detectar","",1364216,NA,NA
"1833",2046,"Detectar","2021",100498,NA,92214
"1834",2046,"Detectar","2022",252745,NA,NA
"1835",2046,"Reg-Cov","",190399,NA,NA
"1836",2046,"Reg-Cov","2021",132566,NA,92214
"1837",2046,"Reg-Cov","2022",1030052.1,NA,435902
"1838",2046,"Reg-Cov","A Vencer",585024,NA,NA
"1839",2046,"Turismo","2022",52500,NA,NA
"1840",2049,"Reg-Cov","2022",1401503.48,NA,NA
"1841",2053,"Reg-Cov","",17528,NA,NA
"1842",2053,"Reg-Cov","2022",79462,NA,21376
"1843",2054,"Turismo","2021",12500,NA,NA
"1844",2056,"Detectar","",25068,NA,NA
"1845",2056,"Reg-Cov","",45248,NA,NA
"1846",2056,"Reg-Cov","2022",38718,NA,23693
"1847",2060,"Detectar","A Vencer",4178,NA,NA
"1848",2063,"Reg-Cov","2022",483816.27,NA,NA
"1849",2064,"Reg-Cov","2022",2369828,NA,NA
